date,equity,benchmark_equity,drawdown,state
2003-01-07,41426.99,22844.81,-0.284,PAUSED
2003-01-08,41426.99,22514.69,-0.284,PAUSED
2003-01-09,41426.99,22864.52,-0.284,PAUSED
2003-01-10,41426.99,22926.11,-0.284,PAUSED
2003-01-13,41426.99,22918.72,-0.284,PAUSED
2003-01-14,41426.99,22992.62,-0.284,PAUSED
2003-01-15,41426.99,22763.51,-0.284,PAUSED
2003-01-16,41426.99,22669.89,-0.284,PAUSED
2003-01-17,41426.99,22334.84,-0.284,PAUSED
2003-01-21,41426.99,21987.49,-0.284,PAUSED
2003-01-22,41426.99,21721.42,-0.284,PAUSED
2003-01-23,41426.99,21854.45,-0.284,PAUSED
2003-01-24,41426.99,21280.43,-0.284,PAUSED
2003-01-27,41426.99,20989.73,-0.284,PAUSED
2003-01-28,41426.99,21144.93,-0.284,PAUSED
2003-01-29,41426.99,21305.07,-0.284,PAUSED
2003-01-30,41426.99,20800.03,-0.284,PAUSED
2003-01-31,41426.99,21201.6,-0.284,PAUSED
2003-02-03,41426.99,21243.49,-0.284,PAUSED
2003-02-04,41426.99,21034.07,-0.284,PAUSED
2003-02-05,41426.99,20903.5,-0.284,PAUSED
2003-02-06,41426.99,20804.96,-0.284,PAUSED
2003-02-07,41426.99,20551.21,-0.284,PAUSED
2003-02-10,41426.99,20696.56,-0.284,PAUSED
2003-02-11,41426.99,20553.68,-0.284,PAUSED
2003-02-12,41426.99,20226.02,-0.284,PAUSED
2003-02-13,41426.99,20287.61,-0.284,PAUSED
2003-02-14,41426.99,20731.06,-0.284,PAUSED
2003-02-18,41426.99,21095.66,-0.284,PAUSED
2003-02-19,41426.99,20984.8,-0.284,PAUSED
2003-02-20,41426.99,20775.41,-0.284,PAUSED
2003-02-21,41426.99,20984.8,-0.284,PAUSED
2003-02-24,41426.99,20644.83,-0.284,PAUSED
2003-02-25,41426.99,20809.89,-0.284,PAUSED
2003-02-26,41426.99,20506.87,-0.284,PAUSED
2003-02-27,41426.99,20777.85,-0.284,PAUSED
2003-02-28,41426.99,20915.83,-0.284,PAUSED
2003-03-03,41426.99,20716.26,-0.284,PAUSED
2003-03-04,41426.99,20386.16,-0.284,PAUSED
2003-03-05,41426.99,20558.61,-0.284,PAUSED
2003-03-06,41426.99,20386.16,-0.284,PAUSED
2003-03-07,41426.99,20526.58,-0.284,PAUSED
2003-03-10,41426.99,20033.86,-0.284,PAUSED
2003-03-11,41426.99,19836.77,-0.284,PAUSED
2003-03-12,41426.99,19969.81,-0.284,PAUSED
2003-03-13,41426.99,20659.6,-0.284,PAUSED
2003-03-14,41426.99,20726.12,-0.284,PAUSED
2003-03-17,41426.99,21378.98,-0.284,PAUSED
2003-03-18,41426.99,21504.63,-0.284,PAUSED
2003-03-19,41426.99,21669.67,-0.284,PAUSED
2003-03-20,41426.99,21716.49,-0.284,PAUSED
2003-03-21,41426.99,22180.02,-0.284,PAUSED
2003-03-24,41426.99,21442.92,-0.284,PAUSED
2003-03-25,41426.99,21648.23,-0.284,PAUSED
2003-03-26,41426.99,21539.39,-0.284,PAUSED
2003-03-27,41426.99,21556.71,-0.284,PAUSED
2003-03-28,41426.99,21447.86,-0.284,PAUSED
2003-03-31,41426.99,20960.57,-0.284,PAUSED
2003-04-01,41426.99,21282.14,-0.284,PAUSED
2003-04-02,41426.99,21796.64,-0.284,PAUSED
2003-04-03,41426.99,21692.74,-0.284,PAUSED
2003-04-04,41426.99,21821.36,-0.284,PAUSED
2003-04-07,41426.99,21779.31,-0.284,PAUSED
2003-04-08,41426.99,21813.94,-0.284,PAUSED
2003-04-09,41426.99,21527.01,-0.284,PAUSED
2003-04-10,41426.99,21645.74,-0.284,PAUSED
2003-04-11,41426.99,21556.71,-0.284,PAUSED
2003-04-14,41426.99,22001.94,-0.284,PAUSED
2003-04-15,41426.99,22207.23,-0.284,PAUSED
2003-04-16,41426.99,21828.79,-0.284,PAUSED
2003-04-17,41426.99,22152.82,-0.284,PAUSED
2003-04-21,41426.99,22175.07,-0.284,PAUSED
2003-04-22,41426.99,22593.1,-0.284,PAUSED
2003-04-23,41426.99,22800.88,-0.284,PAUSED
2003-04-24,41426.99,22598.05,-0.284,PAUSED
2003-04-25,41426.99,22318.54,-0.284,PAUSED
2003-04-28,41426.99,22704.41,-0.284,ON
2003-04-29,41860.27,22783.56,0.0,ON
2003-04-30,41587.64,22734.1,-0.0065,ON
2003-05-01,41573.99,22731.61,-0.0068,ON
2003-05-02,43351.91,23055.65,0.0,ON
2003-05-05,43100.74,23011.13,-0.0058,ON
2003-05-06,44323.77,23228.78,0.0,ON
2003-05-07,43587.59,23100.18,-0.0166,ON
2003-05-08,42271.38,22867.66,-0.0463,ON
2003-05-09,44027.11,23184.26,-0.0067,ON
2003-05-12,45647.7,23468.73,0.0,ON
2003-05-13,45402.37,23426.68,-0.0054,ON
2003-05-14,45114.7,23377.2,-0.0117,ON
2003-05-15,45974.0,23525.63,0.0,ON
2003-05-16,45625.95,23466.26,-0.0076,ON
2003-05-19,42422.98,22917.14,-0.0772,ON
2003-05-20,42161.91,22870.13,-0.0829,ON
2003-05-21,42421.91,22917.14,-0.0773,ON
2003-05-22,43685.57,23144.69,-0.0498,ON
2003-05-23,43951.74,23191.7,-0.044,ON
2003-05-27,46258.01,23597.35,0.0,ON
2003-05-28,46650.73,23664.12,0.0,ON
2003-05-29,46285.11,23602.3,-0.0078,ON
2003-05-30,48511.51,23980.74,0.0,ON
2003-06-02,49111.91,24079.67,0.0,ON
2003-06-03,49717.38,24178.63,0.0,ON
2003-06-04,51868.84,24527.39,0.0,ON
2003-06-05,52637.75,24648.59,0.0,ON
2003-06-06,52019.73,24552.13,-0.0117,ON
2003-06-09,50431.87,24302.32,-0.0419,ON
2003-06-10,51971.65,24549.65,-0.0127,ON
2003-06-11,53621.18,24809.37,0.0,ON
2003-06-12,54118.34,24886.05,0.0,ON
2003-06-13,52423.95,24626.33,-0.0313,ON
2003-06-16,55741.25,25145.77,0.0,ON
2003-06-17,55741.25,25145.77,0.0,ON
2003-06-18,55593.18,25123.5,-0.0027,ON
2003-06-19,53048.03,24740.1,-0.0483,ON
2003-06-20,52696.78,24685.5,-0.0546,ON
2003-06-23,51075.14,24432.28,-0.0837,ON
2003-06-24,51230.85,24457.11,-0.0809,ON
2003-06-25,49686.51,24211.36,-0.1086,ON
2003-06-26,51627.47,24526.63,-0.0738,ON
2003-06-27,49840.38,24243.63,-0.1059,ON
2003-06-30,49794.38,24236.17,-0.1067,ON
2003-07-01,51171.46,24459.59,-0.082,ON
2003-07-02,53103.47,24767.42,-0.0473,ON
2003-07-03,51458.71,24511.71,-0.0768,ON
2003-07-07,54523.16,24998.28,-0.0219,ON
2003-07-08,55254.03,25109.98,-0.0087,ON
2003-07-09,54319.98,24968.49,-0.0255,ON
2003-07-10,52246.2,24650.75,-0.0627,ON
2003-07-11,53729.8,24884.08,-0.0361,ON
2003-07-14,54517.88,25005.74,-0.0219,ON
2003-07-15,54160.58,24951.12,-0.0284,ON
2003-07-16,53206.86,24804.66,-0.0455,ON
2003-07-17,50938.4,24452.15,-0.0862,ON
2003-07-18,52505.34,24702.87,-0.0581,ON
2003-07-21,50558.43,24397.54,-0.093,ON
2003-07-22,51931.85,24618.46,-0.0683,ON
2003-07-23,52041.89,24635.85,-0.0664,ON
2003-07-24,50861.95,24449.66,-0.0875,ON
2003-07-25,53557.73,24881.62,-0.0392,ON
2003-07-28,52964.57,24789.77,-0.0498,ON
2003-07-29,52232.54,24675.56,-0.0629,ON
2003-07-30,51854.25,24615.99,-0.0697,ON
2003-07-31,52215.12,24673.09,-0.0633,ON
2003-08-01,50828.07,24454.62,-0.0881,ON
2003-08-04,50828.07,24454.62,-0.0881,ON
2003-08-05,47592.95,23935.79,-0.1462,ON
2003-08-06,48422.22,24074.81,-0.1313,ON
2003-08-07,49950.16,24328.03,-0.1039,ON
2003-08-08,50378.32,24397.54,-0.0962,ON
2003-08-11,50947.27,24489.39,-0.086,ON
2003-08-12,52341.65,24712.81,-0.061,ON
2003-08-13,51537.22,24586.2,-0.0754,ON
2003-08-14,51958.7,24653.23,-0.0679,ON
2003-08-15,52445.29,24730.19,-0.0591,ON
2003-08-18,53803.69,24943.7,-0.0348,ON
2003-08-19,54414.01,25038.02,-0.0238,ON
2003-08-20,53750.33,24936.22,-0.0357,ON
2003-08-21,54264.02,25015.66,-0.0265,ON
2003-08-22,52648.58,24767.42,-0.0555,ON
2003-08-25,52901.84,24807.13,-0.0509,ON
2003-08-26,53187.72,24851.82,-0.0458,ON
2003-08-27,53235.61,24859.28,-0.045,ON
2003-08-28,54224.37,25013.18,-0.0272,ON
2003-08-29,55322.24,25182.0,-0.0075,ON
2003-09-02,57547.25,25519.6,0.0,ON
2003-09-03,58487.77,25658.62,0.0,ON
2003-09-04,58572.63,25671.03,0.0,ON
2003-09-05,57587.01,25527.04,-0.0168,ON
2003-09-08,59015.14,25738.06,0.0,ON
2003-09-09,57853.87,25569.24,-0.0197,ON
2003-09-10,56101.48,25311.08,-0.0494,ON
2003-09-11,56596.69,25385.55,-0.041,ON
2003-09-12,56912.1,25432.71,-0.0356,ON
2003-09-15,56312.21,25343.35,-0.0458,ON
2003-09-16,58777.89,25713.24,-0.004,ON
2003-09-17,58437.35,25663.58,-0.0098,ON
2003-09-18,60506.16,25966.43,0.0,ON
2003-09-19,59582.98,25834.37,-0.0153,ON
2003-09-22,57651.82,25555.26,-0.0472,ON
2003-09-23,58309.62,25652.46,-0.0363,ON
2003-09-24,55199.81,25196.42,-0.0877,ON
2003-09-25,53840.46,24989.59,-0.1102,ON
2003-09-26,53308.86,24907.34,-0.119,ON
2003-09-29,54876.99,25151.57,-0.093,ON
2003-09-30,53278.41,24907.34,-0.1195,ON
2003-10-01,56684.69,25438.15,-0.0632,ON
2003-10-02,57301.07,25530.35,-0.053,ON
2003-10-03,58878.15,25764.57,-0.0269,ON
2003-10-06,59681.27,25881.72,-0.0136,ON
2003-10-07,60370.85,25981.4,-0.0022,ON
2003-10-08,59919.13,25916.6,-0.0097,ON
2003-10-09,60403.15,25986.38,-0.0017,ON
2003-10-10,60907.14,26058.66,0.0,ON
2003-10-13,61483.63,26140.88,0.0,ON
2003-10-14,62134.33,26233.09,0.0,ON
2003-10-15,61638.38,26163.3,-0.008,ON
2003-10-16,62378.19,26267.97,0.0,ON
2003-10-17,60336.65,25981.4,-0.0327,ON
2003-10-20,61690.84,26175.78,-0.011,ON
2003-10-21,61373.57,26130.9,-0.0161,ON
2003-10-22,59055.87,25801.97,-0.0533,ON
2003-10-23,58730.8,25754.63,-0.0585,ON
2003-10-24,59122.98,25811.95,-0.0522,ON
2003-10-27,59208.48,25824.4,-0.0508,ON
2003-10-28,61625.34,26175.78,-0.0121,ON
2003-10-29,61871.8,26210.67,-0.0081,ON
2003-10-30,62260.02,26265.49,-0.0019,ON
2003-10-31,62082.78,26240.57,-0.0047,ON
2003-11-03,63303.2,26412.51,0.0,ON
2003-11-04,62891.0,26355.18,-0.0065,ON
2003-11-05,63033.73,26375.12,-0.0043,ON
2003-11-06,64034.3,26514.68,0.0,ON
2003-11-07,62608.03,26317.82,-0.0223,ON
2003-11-10,61843.34,26210.67,-0.0342,ON
2003-11-11,61790.28,26203.18,-0.035,ON
2003-11-12,63870.57,26497.23,-0.0026,ON
2003-11-13,63924.61,26504.71,-0.0017,ON
2003-11-14,62301.87,26280.43,-0.0271,ON
2003-11-17,61362.68,26148.37,-0.0417,ON
2003-11-18,59450.36,25876.74,-0.0716,ON
2003-11-19,60961.8,26096.04,-0.048,ON
2003-11-20,59320.13,25861.79,-0.0736,ON
2003-11-21,60057.49,25968.94,-0.0621,ON
2003-11-24,62443.39,26312.83,-0.0248,ON
2003-11-25,63153.07,26412.51,-0.0138,ON
2003-11-26,63832.18,26507.19,-0.0032,ON
2003-11-28,63976.31,26527.14,-0.0009,ON
2003-12-01,66049.74,26813.71,0.0,ON
2003-12-02,65552.49,26746.43,-0.0075,ON
2003-12-03,65241.17,26704.08,-0.0122,ON
2003-12-04,66044.68,26813.71,-0.0001,ON
2003-12-05,64663.68,26626.82,-0.021,ON
2003-12-08,65970.8,26806.23,-0.0012,ON
2003-12-09,64443.79,26599.41,-0.0243,ON
2003-12-10,64425.68,26596.92,-0.0246,ON
2003-12-11,66598.72,26895.95,0.0,ON
2003-12-12,66987.47,26948.28,0.0,ON
2003-12-15,65983.95,26813.71,-0.015,ON
2003-12-16,67014.2,26953.27,0.0,ON
2003-12-17,67646.22,27038.0,0.0,ON
2003-12-18,69928.15,27342.03,0.0,ON
2003-12-19,69344.21,27265.92,-0.0084,ON
2003-12-22,70795.98,27456.2,0.0,ON
2003-12-23,70931.55,27473.72,0.0,ON
2003-12-24,70718.05,27446.16,-0.003,ON
2003-12-26,70872.96,27466.2,-0.0008,ON
2003-12-29,73702.77,27831.75,0.0,ON
2003-12-30,73742.53,27836.76,0.0,ON
2003-12-31,73941.51,27861.8,0.0,ON
2004-01-02,73841.8,27849.27,-0.0013,ON
2004-01-05,76251.64,28152.23,0.0,ON
2004-01-06,76475.47,28179.77,0.0,ON
2004-01-07,77250.05,28274.91,0.0,ON
2004-01-08,78173.56,28387.59,0.0,ON
2004-01-09,76125.78,28139.71,-0.0262,ON
2004-01-12,77812.31,28347.52,-0.0046,ON
2004-01-13,76451.69,28182.29,-0.022,ON
2004-01-14,78366.96,28417.64,0.0,ON
2004-01-15,78946.95,28487.74,0.0,ON
2004-01-16,79883.63,28600.41,0.0,ON
2004-01-20,79820.63,28592.89,-0.0008,ON
2004-01-21,81707.82,28818.23,0.0,ON
2004-01-22,81068.92,28743.11,-0.0078,ON
2004-01-23,80285.11,28650.48,-0.0174,ON
2004-01-26,83315.98,29011.01,0.0,ON
2004-01-27,80749.17,28713.09,-0.0308,ON
2004-01-28,77981.85,28385.08,-0.064,ON
2004-01-29,78208.9,28412.63,-0.0613,ON
2004-01-30,78208.9,28412.63,-0.0613,ON
2004-02-02,79221.93,28535.31,-0.0491,ON
2004-02-03,78825.77,28487.74,-0.0539,ON
2004-02-04,76892.85,28254.89,-0.0771,ON
2004-02-05,77567.43,28337.51,-0.069,ON
2004-02-06,80178.55,28655.49,-0.0377,ON
2004-02-09,80241.69,28663.01,-0.0369,ON
2004-02-10,81019.6,28755.63,-0.0276,ON
2004-02-11,83601.58,29061.1,0.0,ON
2004-02-12,82694.04,28955.94,-0.0109,ON
2004-02-13,81578.56,28825.74,-0.0242,ON
2004-02-17,83789.24,29086.13,0.0,ON
2004-02-18,82685.87,28958.45,-0.0132,ON
2004-02-19,81763.55,28850.78,-0.0242,ON
2004-02-20,81018.46,28763.14,-0.0331,ON
2004-02-23,80404.88,28690.53,-0.0404,ON
2004-02-24,79984.01,28640.47,-0.0454,ON
2004-02-25,80990.8,28760.64,-0.0334,ON
2004-02-26,81138.92,28778.18,-0.0316,ON
2004-02-27,81308.3,28798.2,-0.0296,ON
2004-03-01,83725.96,29083.63,-0.0008,ON
2004-03-02,82255.56,28913.38,-0.0183,ON
2004-03-03,82704.36,28965.96,-0.0129,ON
2004-03-04,83347.66,29041.07,-0.0053,ON
2004-03-05,84188.3,29138.7,0.0,ON
2004-03-08,81106.76,28783.18,-0.0366,ON
2004-03-09,80133.11,28668.0,-0.0482,ON
2004-03-10,76101.88,28187.27,-0.0961,ON
2004-03-11,73141.13,27821.73,-0.1312,ON
2004-03-12,76024.07,28187.27,-0.097,ON
2004-03-15,73228.44,27841.76,-0.1302,ON
2004-03-16,74394.15,27989.5,-0.1163,ON
2004-03-17,76889.7,28302.47,-0.0867,ON
2004-03-18,76950.84,28309.97,-0.086,ON
2004-03-19,73641.98,27904.2,-0.1253,ON
2004-03-22,70837.12,27549.93,-0.1586,ON
2004-03-23,70468.98,27502.2,-0.163,ON
2004-03-24,70642.77,27524.81,-0.1609,ON
2004-03-25,73447.8,27889.12,-0.1276,ON
2004-03-26,73507.41,27896.67,-0.1269,ON
2004-03-29,76605.73,28288.61,-0.0901,ON
2004-03-30,77381.41,28384.09,-0.0809,ON
2004-03-31,77648.64,28416.77,-0.0777,ON
2004-04-01,79049.13,28587.61,-0.061,ON
2004-04-02,80841.53,28803.68,-0.0398,ON
2004-04-05,82174.26,28961.96,-0.0239,ON
2004-04-06,81382.93,28869.0,-0.0333,ON
2004-04-07,80809.38,28801.18,-0.0401,ON
2004-04-08,80259.46,28735.84,-0.0467,ON
2004-04-12,81206.88,28848.92,-0.0354,ON
2004-04-13,77790.84,28444.4,-0.076,ON
2004-04-14,78161.74,28489.6,-0.0716,ON
2004-04-15,77272.65,28381.58,-0.0821,ON
2004-04-16,79058.08,28600.17,-0.0609,ON
2004-04-19,79058.08,28600.17,-0.0609,ON
2004-04-20,75078.42,28120.28,-0.1082,ON
2004-04-21,76587.72,28308.71,-0.0903,ON
2004-04-22,79809.78,28705.69,-0.052,ON
2004-04-23,80040.34,28733.34,-0.0493,ON
2004-04-26,79704.41,28693.14,-0.0533,ON
2004-04-27,79913.72,28718.26,-0.0508,ON
2004-04-28,76809.5,28346.4,-0.0876,ON
2004-04-29,74787.5,28097.67,-0.1117,ON
2004-04-30,73042.08,27879.08,-0.1324,ON
2004-05-03,75392.06,28178.07,-0.1045,ON
2004-05-04,75210.47,28155.44,-0.1066,ON
2004-05-05,76660.24,28336.35,-0.0894,ON
2004-05-06,74682.24,28092.64,-0.1129,ON
2004-05-07,70975.21,27627.82,-0.1569,ON
2004-05-10,68787.08,27343.91,-0.1829,ON
2004-05-11,70531.49,27575.05,-0.1622,ON
2004-05-12,71881.16,27750.94,-0.1462,ON
2004-05-13,70982.99,27635.35,-0.1569,ON
2004-05-14,71079.78,27647.92,-0.1557,ON
2004-05-17,69258.21,27411.74,-0.1773,ON
2004-05-18,70305.66,27549.93,-0.1649,ON
2004-05-19,69574.76,27454.46,-0.1736,ON
2004-05-20,70243.32,27542.4,-0.1656,ON
2004-05-21,70608.53,27590.13,-0.1613,ON
2004-05-24,71495.85,27705.7,-0.1508,ON
2004-05-25,74569.18,28102.69,-0.1143,ON
2004-05-26,75349.19,28200.68,-0.105,ON
2004-05-27,76618.09,28358.98,-0.0899,ON
2004-05-28,76597.69,28356.46,-0.0902,ON
2004-06-01,76292.17,28318.76,-0.0938,ON
2004-06-02,77145.07,28424.29,-0.0837,ON
2004-06-03,75017.47,28162.98,-0.1089,ON
2004-06-04,76804.4,28386.6,-0.0877,ON
2004-06-07,80312.19,28818.75,-0.046,ON
2004-06-08,80648.36,28858.96,-0.042,ON
2004-06-09,78394.45,28590.12,-0.0688,ON
2004-06-10,79551.89,28730.82,-0.0551,ON
2004-06-14,77193.36,28446.89,-0.0831,ON
2004-06-15,78829.8,28647.91,-0.0636,ON
2004-06-16,78788.34,28642.88,-0.0641,ON
2004-06-17,78435.87,28600.17,-0.0683,ON
2004-06-18,78879.89,28654.14,-0.0631,ON
2004-06-21,77984.43,28545.71,-0.0737,ON
2004-06-22,79162.35,28689.43,-0.0597,ON
2004-06-23,81207.99,28936.56,-0.0354,ON
2004-06-24,80443.67,28845.77,-0.0445,ON
2004-06-25,79283.43,28707.09,-0.0583,ON
2004-06-28,78468.69,28608.76,-0.0679,ON
2004-06-29,79443.77,28727.26,-0.0564,ON
2004-06-30,80720.01,28881.09,-0.0412,ON
2004-07-01,77358.14,28480.14,-0.0811,ON
2004-07-02,77234.95,28465.02,-0.0826,ON
2004-07-06,75202.63,28215.35,-0.1067,ON
2004-07-07,75868.19,28298.59,-0.0988,ON
2004-07-08,74286.11,28101.88,-0.1176,ON
2004-07-09,74866.08,28175.02,-0.1107,ON
2004-07-12,74966.53,28187.62,-0.1095,ON
2004-07-13,75127.53,28207.8,-0.1076,ON
2004-07-14,74442.43,28122.05,-0.1158,ON
2004-07-15,73000.67,27940.5,-0.1329,ON
2004-07-16,72822.82,27917.81,-0.135,ON
2004-07-19,71895.33,27799.29,-0.146,ON
2004-07-20,74634.33,28152.31,-0.1135,ON
2004-07-21,70502.81,27632.84,-0.1626,ON
2004-07-22,71081.97,27708.5,-0.1557,ON
2004-07-23,69296.48,27476.5,-0.1769,ON
2004-07-26,68895.7,27423.53,-0.1816,ON
2004-07-27,70834.37,27680.76,-0.1586,ON
2004-07-28,71473.18,27763.97,-0.151,ON
2004-07-29,72388.42,27882.48,-0.1402,ON
2004-07-30,72918.75,27950.57,-0.1339,ON
2004-08-02,73372.83,28008.59,-0.1285,ON
2004-08-03,71668.31,27791.7,-0.1487,ON
2004-08-04,71648.88,27789.19,-0.1489,ON
2004-08-05,68137.96,27335.28,-0.1906,ON
2004-08-06,65215.1,26944.42,-0.2254,ON
2004-08-09,65489.71,26982.24,-0.2221,ON
2004-08-10,68023.65,27330.24,-0.192,ON
2004-08-11,67609.48,27274.77,-0.1969,ON
2004-08-12,65396.61,26977.2,-0.2232,ON
2004-08-13,65781.68,27030.15,-0.2186,ON
2004-08-16,67825.26,27310.06,-0.1944,ON
2004-08-17,68971.44,27463.9,-0.1807,ON
2004-08-18,71099.22,27746.32,-0.1555,ON
2004-08-19,70478.9,27665.63,-0.1628,ON
2004-08-20,71962.84,27859.79,-0.1452,ON
2004-08-23,71415.7,27789.19,-0.1517,ON
2004-08-24,71707.36,27827.02,-0.1483,ON
2004-08-25,73169.52,28016.15,-0.1309,ON
2004-08-26,73169.52,28016.15,-0.1309,ON
2004-08-27,73860.95,28104.4,-0.1227,ON
2004-08-30,72031.77,27872.4,-0.1444,ON
2004-08-31,73165.8,28018.67,-0.1309,ON
2004-09-01,73580.65,28071.62,-0.126,ON
2004-09-02,76079.17,28389.36,-0.0963,ON
2004-09-03,75146.58,28273.36,-0.1074,ON
2004-09-07,76634.47,28459.96,-0.0897,ON
2004-09-08,76064.14,28389.36,-0.0965,ON
2004-09-09,75861.51,28364.15,-0.0989,ON
2004-09-10,77034.92,28510.39,-0.085,ON
2004-09-13,77791.18,28603.69,-0.076,ON
2004-09-14,78264.49,28661.7,-0.0704,ON
2004-09-15,76488.0,28444.84,-0.0915,ON
2004-09-16,77179.6,28530.57,-0.0833,ON
2004-09-17,78163.92,28651.86,-0.0716,ON
2004-09-20,76754.69,28479.67,-0.0883,ON
2004-09-21,77757.94,28603.76,-0.0764,ON
2004-09-22,74846.07,28246.71,-0.111,ON
2004-09-23,73638.29,28094.77,-0.1253,ON
2004-09-24,74653.85,28223.92,-0.1133,ON
2004-09-27,73227.26,28044.14,-0.1302,ON
2004-09-28,74278.52,28178.34,-0.1177,ON
2004-09-29,75399.81,28320.14,-0.1044,ON
2004-09-30,75238.05,28299.88,-0.1063,ON
2004-10-01,79055.14,28778.47,-0.061,ON
2004-10-04,79451.6,28826.58,-0.0563,ON
2004-10-05,79577.3,28841.78,-0.0548,ON
2004-10-06,81212.2,29039.29,-0.0354,ON
2004-10-07,78599.14,28727.84,-0.0664,ON
2004-10-08,76645.36,28489.81,-0.0896,ON
2004-10-11,77585.38,28606.28,-0.0784,ON
2004-10-12,76678.85,28494.86,-0.0892,ON
2004-10-13,74655.1,28244.18,-0.1132,ON
2004-10-14,72847.97,28016.28,-0.1347,ON
2004-10-15,74072.66,28173.28,-0.1202,ON
2004-10-18,74911.47,28279.63,-0.1102,ON
2004-10-19,73019.85,28041.59,-0.1327,ON
2004-10-20,72584.73,27985.9,-0.1378,ON
2004-10-21,74003.34,28168.22,-0.121,ON
2004-10-22,71508.65,27851.69,-0.1506,ON
2004-10-25,71255.06,27818.77,-0.1536,ON
2004-10-26,74523.99,28244.18,-0.1148,ON
2004-10-27,77209.91,28583.5,-0.0829,ON
2004-10-28,77907.56,28669.59,-0.0746,ON
2004-10-29,77866.24,28664.52,-0.0751,ON
2004-11-01,78505.99,28743.02,-0.0675,ON
2004-11-02,78589.05,28753.16,-0.0665,ON
2004-11-03,81558.12,29115.25,-0.0312,ON
2004-11-04,84899.07,29512.81,0.0,ON
2004-11-05,86494.28,29697.66,0.0,ON
2004-11-08,86118.32,29654.63,-0.0043,ON
2004-11-09,85610.76,29596.37,-0.0102,ON
2004-11-10,85808.6,29619.17,-0.0079,ON
2004-11-11,87767.2,29844.52,0.0,ON
2004-11-12,89844.91,30080.03,0.0,ON
2004-11-15,90507.17,30153.93,0.0,ON
2004-11-16,88563.24,29938.05,-0.0215,ON
2004-11-17,90141.05,30115.84,-0.004,ON
2004-11-18,90505.93,30156.47,-0.0,ON
2004-11-19,87487.53,29821.23,-0.0334,ON
2004-11-22,88739.24,29963.45,-0.0195,ON
2004-11-23,89145.45,30009.17,-0.015,ON
2004-11-24,89779.19,30080.28,-0.008,ON
2004-11-26,89574.39,30057.41,-0.0103,ON
2004-11-29,88348.44,29920.28,-0.0239,ON
2004-11-30,88528.2,29940.58,-0.0219,ON
2004-12-01,91547.12,30280.91,0.0,ON
2004-12-02,91777.35,30306.3,0.0,ON
2004-12-03,91592.8,30285.99,-0.002,ON
2004-12-06,91500.68,30275.83,-0.003,ON
2004-12-07,88944.81,29993.93,-0.0309,ON
2004-12-08,90503.74,30169.17,-0.0139,ON
2004-12-09,91463.66,30275.83,-0.0034,ON
2004-12-10,91739.78,30306.3,-0.0004,ON
2004-12-13,94138.49,30570.44,0.0,ON
2004-12-14,95123.99,30677.11,0.0,ON
2004-12-15,95336.55,30699.96,0.0,ON
2004-12-16,95170.86,30682.18,-0.0017,ON
2004-12-17,93266.61,30477.54,-0.0217,ON
2004-12-20,93337.04,30485.21,-0.021,ON
2004-12-21,95493.28,30719.97,0.0,ON
2004-12-22,96183.37,30793.97,0.0,ON
2004-12-23,96398.53,30816.93,0.0,ON
2004-12-27,95799.78,30753.12,-0.0062,ON
2004-12-28,97373.61,30921.53,0.0,ON
2004-12-29,97807.57,30967.47,0.0,ON
2004-12-30,97251.54,30908.78,-0.0057,ON
2004-12-31,96625.39,30842.45,-0.0121,ON
2005-01-03,95258.16,30696.98,-0.0261,ON
2005-01-04,91766.27,30321.89,-0.0618,ON
2005-01-05,89866.51,30112.65,-0.0812,ON
2005-01-06,91237.24,30265.75,-0.0672,ON
2005-01-07,90845.02,30222.38,-0.0712,ON
2005-01-10,92133.52,30365.27,-0.058,ON
2005-01-11,90228.93,30156.03,-0.0775,ON
2005-01-12,91122.31,30255.56,-0.0684,ON
2005-01-13,88931.99,30013.14,-0.0907,ON
2005-01-14,90338.3,30171.34,-0.0764,ON
2005-01-18,93157.67,30485.21,-0.0475,ON
2005-01-19,90233.36,30166.22,-0.0774,ON
2005-01-20,88584.82,29982.52,-0.0943,ON
2005-01-21,86956.3,29798.79,-0.1109,ON
2005-01-24,86442.59,29740.11,-0.1162,ON
2005-01-25,87176.77,29824.3,-0.1087,ON
2005-01-26,87959.91,29913.61,-0.1007,ON
2005-01-27,88410.09,29964.64,-0.0961,ON
2005-01-28,88410.09,29964.64,-0.0961,ON
2005-01-31,90058.92,30150.92,-0.0792,ON
2005-02-01,91773.9,30342.31,-0.0617,ON
2005-02-02,92607.52,30434.18,-0.0532,ON
2005-02-03,91885.21,30355.05,-0.0606,ON
2005-02-04,94828.24,30679.14,-0.0305,ON
2005-02-07,94449.6,30638.3,-0.0343,ON
2005-02-08,94779.93,30674.02,-0.031,ON
2005-02-09,92651.13,30444.37,-0.0527,ON
2005-02-10,93652.82,30554.09,-0.0425,ON
2005-02-11,96069.76,30816.93,-0.0178,ON
2005-02-14,95855.01,30793.97,-0.02,ON
2005-02-15,96927.23,30908.78,-0.009,ON
2005-02-16,97119.3,30929.2,-0.007,ON
2005-02-17,94763.65,30679.14,-0.0311,ON
2005-02-18,95142.01,30719.97,-0.0273,ON
2005-02-22,90898.16,30263.21,-0.0706,ON
2005-02-23,92852.57,30480.1,-0.0507,ON
2005-02-24,94694.65,30681.67,-0.0318,ON
