Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.241409301757812,24.258650702399176,24.13796089790963,24.258650702399176,1003200
1993-02-01,24.413818359375,24.413818359374996,24.258645785056938,24.258645785056938,480500
1993-02-02,24.465553283691406,24.48279468840155,24.344863450720414,24.39658766485084,201300
1993-02-03,24.72416877746582,24.741410178286927,24.48278916597034,24.500030566791445,529400
1993-02-04,24.827606201171875,24.87933038075765,24.534502516852488,24.81036480797662,531500
1993-02-05,24.810365676879883,24.862089858277127,24.67243452648722,24.81036567687988,492100
1993-02-08,24.810365676879883,24.896572645875292,24.775882889281714,24.81036567687988,596100
1993-02-09,24.63796043395996,24.724167433378994,24.58623623430854,24.724167433378994,122100
1993-02-10,24.672441482543945,24.689682881204003,24.568993090583593,24.63795868522383,379600
1993-02-11,24.793128967285156,24.896577349624316,24.706921982002527,24.706921982002527,19500
1993-02-12,24.60346221923828,24.75863472097139,24.60346221923828,24.75863472097139,42500
1993-02-16,23.982786178588867,24.53451095049026,23.948303380345028,24.53451095049026,374800
1993-02-17,23.965545654296875,24.017269853550754,23.879338655540412,23.98278705404817,210900
1993-02-18,23.948299407958984,24.241403144413482,23.62071287898042,24.241403144413482,378100
1993-02-19,24.03450584411621,24.03450584411621,23.9138160730195,23.94829886476142,34900
1993-02-22,24.120704650878906,24.155187430937346,24.034497700732807,24.103463260849686,513600
1993-02-23,24.103477478027344,24.20692587922059,23.982787676635215,24.189684479021718,373700
1993-02-24,24.413818359375,24.413818359374996,24.120714607885326,24.120714607885326,26300
1993-02-25,24.465553283691406,24.48279468840155,24.344863450720414,24.39658766485084,44500
1993-02-26,24.500030517578125,24.5172719183646,24.379340712072814,24.5172719183646,66200
1993-03-01,24.43105697631836,24.58622953297811,24.39657418594953,24.58622953297811,66500
1993-03-02,24.793128967285156,24.79312896728516,24.413818232041574,24.448301026154628,182400
1993-03-03,24.896589279174805,24.913830684492794,24.793140847266876,24.82762365790285,280100
1993-03-04,24.75864601135254,24.931059980790927,24.75864601135254,24.931059980790927,89500
1993-03-05,24.689666748046875,24.896563396773523,24.672425360652987,24.7931150724102,40000
1993-03-08,25.24140167236328,25.24140167236328,24.741401229399802,24.741401229399802,50800
1993-03-09,25.155197143554688,25.206921332335128,25.103472954774244,25.18967993607498,169300
1993-03-10,25.206924438476562,25.206924438476562,25.051751853013986,25.15520024332237,194400
1993-03-11,25.137962341308594,25.293134948353707,25.103479539743013,25.224169345222546,70900
1993-03-12,24.87933349609375,24.948299077510505,24.724160937906056,24.931057682156318,643600
1993-03-15,25.000036239624023,25.000036239624023,24.86210500519851,24.86210500519851,310800
1993-03-16,25.000036239624023,25.06900185683678,25.000036239624023,25.000036239624023,30800
1993-03-17,24.8448429107666,24.965532640381703,24.81036013087657,24.965532640381703,21800
1993-03-18,25.000036239624023,25.10348466544316,24.948312026714458,24.948312026714458,59300
1993-03-19,24.962181091308594,25.100763637270056,24.96218109130859,25.100763637270056,66900
1993-03-22,24.82359504699707,24.875563494408787,24.70233533636973,24.719658152173633,183400
1993-03-23,24.875577926635742,24.910223578344148,24.840932274927336,24.892900752489947,55200
1993-03-24,24.875577926635742,24.979514881760963,24.719672493947915,24.840932274927336,37200
1993-03-25,25.031497955322266,25.083466463187985,24.858269595769862,24.892915267680344,110100
1993-03-26,24.89289093017578,25.031473482327073,24.87556811115687,25.01415066330816,101500
1993-03-29,24.9968318939209,25.118091646698062,24.91021778479435,24.91021778479435,87100
1993-03-30,25.066112518310547,25.066112518310543,24.996821260485223,25.031466889397883,56000
1993-03-31,25.04880142211914,25.204706825161374,25.048801422119137,25.13541553492038,111600
1993-04-01,24.962181091308594,25.083440819024872,24.910212636573043,25.083440819024872,129500
1993-04-02,24.44251251220703,24.7543234443259,24.44251251220703,24.7543234443259,59400
1993-04-05,24.563772201538086,24.63306351945498,24.494480883621193,24.63306351945498,172200
1993-04-06,24.494482040405273,24.615741852486487,24.42519071921601,24.615741852486487,129700
1993-04-07,24.581085205078125,24.58108520507813,24.4771482697501,24.529116737414114,28000
1993-04-08,24.546443939208984,24.68502654437036,24.44250698533795,24.68502654437036,180800
1993-04-12,24.89289093017578,24.910213749194693,24.75430837802449,24.788954016062313,348500
1993-04-13,24.944860458374023,25.03147455718782,24.858246359560223,24.875569179322984,146100
1993-04-14,24.91022491455078,24.979516221684445,24.892902087767368,24.96219339490103,119600
1993-04-15,24.91022491455078,24.96219339490103,24.806287953850294,24.892902087767368,148600
1993-04-16,24.91022491455078,24.96219339490103,24.875579260983955,24.927547741334198,47900
1993-04-19,24.806291580200195,24.97951987335802,24.788968750884415,24.91022855609489,157000
1993-04-20,24.68502426147461,24.806284029776588,24.529118845086348,24.77163838169031,279500
1993-04-21,24.667707443237305,24.73699875628011,24.598416130194504,24.73699875628011,67900
1993-04-22,24.355899810791016,24.77164774497237,24.355899810791016,24.563773777881693,97700
1993-04-23,24.251943588256836,24.37320330619812,24.217297954559328,24.3039120388031,106000
1993-04-26,24.061405181884766,24.355893222267802,23.992113878265226,24.26927909274338,62600
1993-04-27,24.321245193481445,24.321245193481445,24.02675718187946,24.02675718187946,156800
1993-04-28,24.26927375793457,24.338565046322675,24.234628113740513,24.286596580031595,85900
1993-04-29,24.373233795166016,24.37323379516602,24.18268257146536,24.321265279611293,85000
1993-04-30,24.407855987548828,24.54643856235393,24.407855987548828,24.459824453100744,88500
1993-05-03,24.563772201538086,24.563772201538086,24.33857541830819,24.442512395183524,80500
1993-05-04,24.650379180908203,24.736993303118,24.581087883140363,24.615733532024283,149100
1993-05-05,24.719682693481445,24.80629685849014,24.65039136147449,24.65039136147449,109000
1993-05-06,24.633054733276367,24.70234602647827,24.615731909975892,24.685023203177796,54700
1993-05-07,24.581085205078125,24.65037649529681,24.546439559968785,24.65037649529681,68000
1993-05-10,24.633054733276367,24.771637319680174,24.615731909975892,24.615731909975892,113900
1993-05-11,24.736982345581055,24.736982345581055,24.563754177894914,24.63304544496937,42600
1993-05-12,24.702350616455078,24.71967344297433,24.633059310378062,24.633059310378062,31000
1993-05-13,24.407855987548828,24.598407027905846,24.39053316569819,24.598407027905846,129100
1993-05-14,24.39052391052246,24.47713798690926,24.3732010952451,24.40784672579982,63500
1993-05-17,24.47715950012207,24.47715950012207,24.35589968660413,24.45983666961951,34000
1993-05-18,24.45983123779297,24.511799717759953,24.373217104514666,24.49447689110429,105200
1993-05-19,24.962181091308594,24.96218109130859,24.30391399799164,24.45981936219829,50200
1993-05-20,25.031497955322266,25.031497955322266,24.910238103635585,24.962206611501305,98200
1993-05-21,24.806291580200195,25.083456849252713,24.788968750884415,25.048811190621148,221400
1993-05-24,24.91022491455078,24.99683904846786,24.858256434200538,24.858256434200538,30500
1993-05-25,24.962181091308594,25.01414954604414,24.96218109130859,25.01414954604414,191800
1993-05-26,25.27400016784668,25.291322991813676,25.014157808341746,25.031480632308742,102400
1993-05-27,25.187393188476562,25.308652990621912,25.152747530720752,25.308652990621912,53800
1993-05-28,25.066112518310547,25.17004940504853,24.944852817116228,25.17004940504853,79100
1993-06-01,25.308652877807617,25.395267021811065,25.11810176100003,25.15274741860141,28300
1993-06-02,25.27400016784668,25.36061428768166,25.135417576110715,25.239354519912688,20300
1993-06-03,25.187393188476562,25.22203884623238,25.135424701842844,25.22203884623238,21600
1993-06-04,25.10078239440918,25.118105225599248,24.99684540726877,25.118105225599248,32000
1993-06-07,25.014162063598633,25.15274467890943,25.014162063598633,25.15274467890943,121400
1993-06-08,24.788982391357422,24.9448879409886,24.788982391357422,24.9448879409886,104500
1993-06-09,24.875577926635742,24.979514881760963,24.840932274927336,24.875577926635742,43300
1993-06-10,24.89289093017578,24.910213749194693,24.806276835081224,24.85824529213796,17900
1993-06-11,24.9968318939209,25.031477537571515,24.892894962969045,24.97950907209559,647400
1993-06-14,24.962181091308594,25.048795182534505,24.96218109130859,25.031472364289325,64200
1993-06-15,24.91022491455078,25.014161875251272,24.910224914550785,24.99683904846786,142400
1993-06-16,24.962181091308594,24.96218109130859,24.84092136359231,24.910212636573043,330900
1993-06-17,25.04880142211914,25.048801422119137,24.962187309317898,25.014155776998642,37400
1993-06-18,24.842525482177734,25.034427013290063,24.842525482177734,25.034427013290063,58500
1993-06-21,24.894868850708008,24.91231444906169,24.859977654000637,24.91231444906169,29300
1993-06-22,24.912302017211914,24.92974760685982,24.8774108379161,24.92974760685982,137500
1993-06-23,24.685508728027344,24.91230138771947,24.685508728027347,24.91230138771947,227600
1993-06-24,25.01698112487793,25.01698112487793,24.755297221898033,24.755297221898033,243700
1993-06-25,24.999530792236328,25.0693131531358,24.982085202011458,24.999530792236325,44800
1993-06-28,25.278669357299805,25.27866935729981,25.086767795581174,25.121658988620926,439900
1993-06-29,25.156551361083984,25.243779347772904,25.121660166408418,25.243779347772904,207500
1993-06-30,25.156551361083984,25.243779347772904,25.121660166408418,25.191442555759554,437600
1993-07-01,25.08677101135254,25.191444603889476,25.051879813840227,25.191444603889476,605700
1993-07-02,24.94721221923828,25.016994631040347,24.859984204485702,24.99954902808983,285400
1993-07-06,24.685508728027344,24.982083744547815,24.650617549613173,24.91230138771947,246400
1993-07-07,24.755298614501953,24.790189803528737,24.668070641935,24.668070641935,343700
1993-07-08,25.034448623657227,25.086785450048147,24.737873274108672,24.77276449170262,248200
1993-07-09,25.104211807250977,25.104211807250977,24.982092639321333,25.034429425576892,378200
1993-07-12,25.08677101135254,25.104216610108697,25.034434215084072,25.069325412596385,373700
1993-07-13,25.069313049316406,25.173986590232133,24.92974832809544,25.104204229621647,389600
1993-07-14,25.156551361083984,25.22633375043512,25.06932337439507,25.08676897173285,617300
1993-07-15,25.051876068115234,25.139104048853795,24.999539279672096,25.139104048853795,443800
1993-07-16,24.98209571838379,25.086769303796014,24.947204523246384,25.06932370622731,216400
1993-07-19,24.96466636657715,24.982111975498587,24.894883930891396,24.982111975498587,188200
1993-07-20,25.034448623657227,25.034448623657227,24.82510131809354,24.947220579672358,68500
1993-07-21,25.01698112487793,25.01698112487793,24.929753157217963,24.999535531345934,142700
1993-07-22,24.842525482177734,25.01698141955258,24.842525482177734,24.98209023207761,632400
1993-07-23,24.96466636657715,24.96466636657715,24.87743832196996,24.894883930891396,286200
1993-07-26,25.104211807250977,25.156548593506535,25.034429425576892,25.034429425576892,121300
1993-07-27,25.08677101135254,25.13910780762101,24.99954301757176,25.12166220886485,92800
1993-07-28,25.034448623657227,25.086785450048147,24.99955740606328,25.034448623657227,30800
1993-07-29,25.173992156982422,25.243774533023952,25.05187299890974,25.086764186930505,331000
