Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-07-30,25.034448623657227,25.174013494033016,24.99955740606328,25.174013494033016,75300
1993-08-02,25.104211807250977,25.19143978434358,25.069320616413936,25.069320616413936,41300
1993-08-03,25.121652603149414,25.226326155662537,25.034424642721813,25.156543787320455,81600
1993-08-04,25.121652603149414,25.173989379405977,25.051870234807332,25.121652603149414,434000
1993-08-05,25.069313049316406,25.12164981977427,25.034421869011165,25.12164981977427,36800
1993-08-06,25.104211807250977,25.156548593506535,25.069320616413936,25.139102998088017,402300
1993-08-09,25.243762969970703,25.313545314048024,25.12164386783539,25.173980625893382,828200
1993-08-10,25.226329803466797,25.243775398075,25.191438614250384,25.226329803466797,604900
1993-08-11,25.226329803466797,25.296112181899623,25.20888420885859,25.20888420885859,542200
1993-08-12,25.156551361083984,25.296116139786253,25.06932337439507,25.296116139786253,303700
1993-08-13,25.19144058227539,25.208886178246495,25.173994986304283,25.173994986304283,103500
1993-08-16,25.331016540527344,25.40079895523954,25.208897314780998,25.208897314780998,241800
1993-08-17,25.418228149414062,25.41822814941406,25.313554594920934,25.313554594920934,369300
1993-08-18,25.557790756225586,25.610127529105227,25.48800839238606,25.505453983345944,414300
1993-08-19,25.557790756225586,25.575236347185466,25.522899574305825,25.575236347185466,28500
1993-08-20,25.575252532958984,25.575252532958984,25.488024522955715,25.505470124956368,80700
1993-08-23,25.52290916442871,25.540354761943703,25.470572371883748,25.470572371883748,15600
1993-08-24,25.802043914794922,25.802043914794922,25.522914298407688,25.522914298407688,273400
1993-08-25,25.819488525390625,25.924162127520585,25.767151724325643,25.802042925035632,242300
1993-08-26,25.8369197845459,25.97648450991819,25.732246240516677,25.836919784545895,120000
1993-08-27,25.819488525390625,25.819488525390625,25.767151724325643,25.767151724325643,25700
1993-08-30,25.924163818359375,25.95905502134505,25.836935810895177,25.836935810895177,183500
1993-08-31,25.993942260742188,25.993942260742188,25.871823068913198,25.90671426657862,66500
1993-09-01,25.959056854248047,26.01139366242193,25.90672004607416,25.90672004607416,136500
1993-09-02,25.8718204498291,26.01138522636223,25.854374852762458,25.97649403222895,472400
1993-09-03,25.88927459716797,25.92416580282453,25.81949218585485,25.85438339151141,630500
1993-09-07,25.714815139770508,25.924162345793064,25.67992393876675,25.889271144789305,196400
1993-09-08,25.62757110595703,25.714799053901064,25.45311521006896,25.714799053901064,269900
1993-09-09,25.679920196533203,25.697365794492804,25.52290981489679,25.52290981489679,239200
1993-09-10,25.906723022460938,25.924168627189864,25.714821370442706,25.749712579900567,106500
1993-09-13,25.924163818359375,25.99394622433073,25.92416381835937,25.99394622433073,66900
1993-09-14,25.819488525390625,25.85437972610061,25.732260523615658,25.85437972610061,184500
1993-09-15,25.88927459716797,25.90672019999625,25.627590554743765,25.714818568885168,101000
1993-09-16,25.784584045410156,25.871812002262015,25.76713845403978,25.854366410891643,54300
1993-09-17,25.734601974487305,25.787264870751603,25.699493376977774,25.76971057199684,200900
1993-09-20,25.523950576782227,25.822373657803755,25.523950576782227,25.769710761152897,57800
1993-09-21,25.43617820739746,25.594166891915457,25.1728637332008,25.559058295355904,318200
1993-09-22,25.646827697753906,25.681936291453773,25.488839026104497,25.523947619804368,439700
1993-09-23,25.787248611450195,25.804802899136682,25.681922885331268,25.717031460704245,88500
1993-09-24,25.717037200927734,25.76970007574192,25.681928617718278,25.75214578413719,53500
1993-09-27,25.997905731201172,25.997905731201172,25.91013427363466,25.91013427363466,274600
1993-09-28,25.945240020751953,26.01545717913017,25.927685731157396,26.01545717913017,158300
1993-09-29,25.857463836669922,26.015452414083384,25.822355263911376,25.94523526856629,221000
1993-09-30,25.8048095703125,25.910135323660715,25.75214669363839,25.857472446986606,99300
1993-10-01,25.927705764770508,25.962814371087052,25.734608430029493,25.76971703634604,22700
1993-10-04,25.962804794311523,25.962804794311527,25.892587607579106,25.962804794311527,1038500
1993-10-05,25.927705764770508,26.015477280561875,25.839934248979137,26.015477280561875,436500
1993-10-06,25.910140991210938,26.050575359726984,25.910140991210934,25.945249583339947,209200
1993-10-07,25.839920043945312,25.945245804994002,25.822365750437196,25.945245804994002,59400
1993-10-08,25.875028610229492,25.92769149071164,25.681931381794943,25.91013719721759,54400
1993-10-11,25.927705764770508,25.980368674245327,25.927705764770504,25.927705764770504,467100
1993-10-12,25.962804794311523,25.98035909099463,25.94525049762842,25.962804794311527,26200
1993-10-13,25.962804794311523,25.98035909099463,25.927696200945316,25.98035909099463,139100
1993-10-14,26.296337127685547,26.296337127685547,25.997914076169756,26.068131264761707,108100
1993-10-15,26.43677520751953,26.489438106339293,26.3490037094866,26.419220907912948,1502500
1993-10-18,26.36655044555664,26.41921332926947,26.331441856414752,26.41921332926947,722400
1993-10-19,26.173452377319336,26.384103905507015,26.173452377319336,26.331441023460094,880100
1993-10-20,26.208559036254883,26.261221914425523,26.155896158084243,26.261221914425523,230400
1993-10-21,26.173452377319336,26.226115259366257,26.138343789288054,26.226115259366257,56200
1993-10-22,26.05058479309082,26.313899329409125,26.05058479309082,26.208573514881802,390700
1993-10-25,26.12079429626465,26.155902890748877,25.997914215569857,26.06813140453831,114500
1993-10-26,26.10324478149414,26.12079908195244,26.01547327920263,26.103244781494137,186200
1993-10-27,26.12079429626465,26.138348593506763,26.06813140453831,26.06813140453831,118400
1993-10-28,26.313888549804688,26.38410573072478,26.155899892734478,26.155899892734478,129600
1993-10-29,26.313888549804688,26.33144284503471,26.278779959344643,26.296334254574663,80700
1993-11-01,26.384124755859375,26.40167906374751,26.278798908530597,26.278798908530597,36400
1993-11-02,26.36655044555664,26.401659034698525,26.208561794418152,26.3489961509857,262100
1993-11-03,26.033016204833984,26.348993475020777,25.910136155316902,26.348993475020777,479100
1993-11-04,25.752153396606445,26.033022145308358,25.734599099812577,26.033022145308358,130400
1993-11-05,25.875028610229492,25.875028610229492,25.576605620830644,25.681931381794943,363200
1993-11-08,25.910140991210938,25.98035817546896,25.822369510888404,25.89258669514643,367600
1993-11-09,25.927705764770508,26.103248796353245,25.910151461612234,26.08569449319497,246900
1993-11-10,26.12079429626465,26.12079429626465,25.85747983763295,25.927697026601404,46500
1993-11-11,26.05058479309082,26.19101921246058,26.0330304906696,26.1208020027757,88900
1993-11-12,26.173452377319336,26.261223847397535,26.085680907241134,26.103235201256776,108200
1993-11-15,26.155899047851562,26.22611622650351,26.08568186919961,26.22611622650351,243300
1993-11-16,26.278779983520508,26.29633427876668,26.103237031058782,26.208562802535816,492600
1993-11-17,26.138351440429688,26.296340132816436,26.068134243813358,26.296340132816436,39600
1993-11-18,26.06813621520996,26.155907717618074,25.997919013283468,26.103244816173206,240800
1993-11-19,26.015466690063477,26.050575282087852,25.96280380202691,25.980358098039098,106000
1993-11-22,25.857463836669922,25.962789554945562,25.769692404773554,25.94523526856629,165300
1993-11-23,25.997905731201172,26.015460022714475,25.857471399094752,25.997905731201172,89700
1993-11-24,26.10324478149414,26.12079908195244,26.03302757966093,26.068136180577536,77200
1993-11-26,26.12079429626465,26.17345718799099,26.103239999022538,26.17345718799099,1019800
1993-11-29,26.015466690063477,26.24367253822193,26.015466690063477,26.19100965018536,517500
1993-11-30,26.033016204833984,26.155896254351074,25.980353326469523,25.997907619257678,230000
1993-12-01,26.06813621520996,26.19101631858132,26.06813621520996,26.1734620180997,379200
1993-12-02,26.138351440429688,26.155905739583773,26.068134243813358,26.120797141275606,352000
1993-12-03,26.243667602539062,26.24366760253906,26.12078755356396,26.12078755356396,306000
1993-12-06,26.33144760131836,26.366556198120115,26.278784706115722,26.278784706115722,99500
1993-12-07,26.313888549804688,26.348997140264732,26.278779959344643,26.33144284503471,88800
1993-12-08,26.313888549804688,26.313888549804688,26.278779959344643,26.313888549804688,146700
1993-12-09,26.226119995117188,26.349000075415592,26.191011400746213,26.313891481044617,416500
1993-12-10,26.173452377319336,26.243669553381896,26.120789495272415,26.243669553381896,412900
1993-12-13,26.33144760131836,26.33144760131836,26.138350318908692,26.173458915710448,273200
1993-12-14,26.138351440429688,26.349003030278684,26.138351440429688,26.349003030278684,41900
1993-12-15,26.10324478149414,26.191016283785647,26.103244781494137,26.173461983327343,82600
1993-12-16,26.19100570678711,26.208560000156268,26.155897120048788,26.208560000156268,78200
1993-12-17,26.33495330810547,26.35262777341292,26.228906516260746,26.2465809815682,104700
1993-12-20,26.37029457092285,26.387969031091032,26.299596730250137,26.317271190418317,68800
1993-12-21,26.28193473815918,26.334958143817875,26.246585801053385,26.334958143817875,205700
1993-12-22,26.458669662475586,26.476344124507968,26.29959950418415,26.352622890281296,410300
1993-12-23,26.441003799438477,26.4940272027796,26.405654863877732,26.441003799438477,533800
1993-12-27,26.58238983154297,26.58238983154297,26.440994140949655,26.440994140949655,447100
1993-12-28,26.635419845581055,26.653094311304734,26.54704751696267,26.56472198268635,880600
1993-12-29,26.600074768066406,26.670772641204124,26.582400299781977,26.653098172919695,266700
1993-12-30,26.494022369384766,26.582394692164566,26.440998975716884,26.582394692164566,219900
1993-12-31,26.352622985839844,26.58239099309398,26.33494852374337,26.547042068901035,312900
1994-01-03,26.28193473815918,26.38798154947657,26.246585801053385,26.352632612370773,960900
1994-01-04,26.387964248657227,26.387964248657223,26.281917506867575,26.31726642079746,164300
1994-01-05,26.441003799438477,26.45867826721885,26.317282524975866,26.423329331658103,710900
1994-01-06,26.441003799438477,26.4940272027796,26.405654863877732,26.476352734999224,201000
1994-01-07,26.600074768066406,26.617749236350836,26.423330085222112,26.49402795835983,775500
1994-01-10,26.91819953918457,26.91819953918457,26.564710379116487,26.635408211130105,593700
1994-01-11,26.865188598632812,26.900537530999433,26.776816267716256,26.900537530999433,295200
1994-01-12,26.776805877685547,26.882852633636777,26.68843358105952,26.882852633636777,158400
1994-01-13,26.706098556518555,26.759121915664522,26.670749650421243,26.706098556518555,244300
1994-01-14,26.81214714050293,26.86517050333847,26.79447268622442,26.79447268622442,137200
1994-01-17,26.81214714050293,26.847496049059956,26.759123777667394,26.812147140502933,17700
1994-01-18,26.847517013549805,26.882865949709846,26.794493609309747,26.847517013549805,166400
1994-01-19,26.776805877685547,26.847503714986367,26.72378249970993,26.812154796335957,200800
1994-01-20,26.847517013549805,26.865191481629825,26.794493609309747,26.812168077389767,281100
1994-01-21,26.794479370117188,26.88285166355425,26.776804911429775,26.88285166355425,85600
1994-01-24,26.688446044921875,26.900539655874898,26.688446044921875,26.776818382818966,373800
1994-01-25,26.688446044921875,26.72379498008071,26.63542264218362,26.706120512501293,310400
1994-01-26,26.759140014648438,26.776814479651506,26.653093224630016,26.688442154636157,145100
1994-01-27,27.006587982177734,27.041936919327185,26.776819890706328,26.812168827855775,344500
1994-01-28,27.077272415161133,27.165644714166227,27.07727241516113,27.11262133476317,356500
1994-01-31,27.271703720092773,27.32472712330747,27.147982445925145,27.183331381401608,313800
1994-02-01,27.130308151245117,27.236354958350958,27.094959215543167,27.236354958350958,303600
1994-02-02,27.30704689025879,27.307046890258786,27.201000106218945,27.218674570225588,307600
1994-02-03,27.183330535888672,27.25402840464261,27.09495819994625,27.25402840464261,466100
1994-02-04,26.56473731994629,27.218692929286284,26.56473731994629,27.18334397743007,1403200
1994-02-07,26.688446044921875,26.759143915239548,26.49402690154827,26.49402690154827,516400
1994-02-08,26.706098556518555,26.741447462615866,26.60005183822662,26.741447462615866,188200
1994-02-09,26.81214714050293,26.829821594781443,26.688425960553346,26.723774869110372,144600
1994-02-10,26.58238983154297,26.812157828757105,26.58238983154297,26.79448336743294,883900
1994-02-11,26.67075538635254,26.74145321375175,26.47633636100471,26.600057558953328,519400
1994-02-14,26.706098556518555,26.79447082176183,26.582377385177963,26.617726291275275,2742100
1994-02-15,26.847517013549805,26.865191481629825,26.72379573698967,26.759144673149706,374700
1994-02-16,26.829830169677734,26.882853549459707,26.776806789895765,26.882853549459707,287600
1994-02-17,26.67075538635254,26.97122115279919,26.600057558953328,26.953546695949385,342400
1994-02-18,26.51169776916504,26.706116886138915,26.440999908447267,26.688442420959472,313300
1994-02-22,26.776805877685547,26.776805877685547,26.58238682510829,26.58238682510829,154500
1994-02-23,26.706098556518555,26.829819727859142,26.617726291275275,26.812145274810486,391700
1994-02-24,26.352622985839844,26.617739917286926,26.33494852374337,26.617739917286926,770800
1994-02-25,26.476350784301758,26.476350784301758,26.33495505247638,26.387978451910897,531300
1994-02-28,26.476350784301758,26.617746516127134,26.476350784301758,26.547048650214446,333000
1994-03-01,26.37029457092285,26.52936471243646,26.228898889577422,26.476341331931927,423600
1994-03-02,26.40565299987793,26.40565299987793,25.96379133656003,26.034489202690892,581500
1994-03-03,26.33495330810547,26.370302238720374,26.264255446875655,26.370302238720374,223200
1994-03-04,26.40565299987793,26.476350866008797,26.246582801083488,26.334955133747066,595800
1994-03-07,26.547039031982422,26.582387952131533,26.494015651758758,26.494015651758758,539800
1994-03-08,26.441003799438477,26.56472507390109,26.405654863877732,26.56472507390109,880300
1994-03-09,26.56473731994629,26.5824117958744,26.352643608808997,26.47636494030575,2500100
1994-03-10,26.352622985839844,26.547042068901035,26.264250675357484,26.547042068901035,207400
1994-03-11,26.494022369384766,26.529371298496685,26.24657986560132,26.387975582049002,576600
1994-03-14,26.529356002807617,26.60005382027013,26.49400709407636,26.60005382027013,345900
1994-03-15,26.51169776916504,26.635419025421143,26.494023303985596,26.582395629882814,748600
1994-03-16,26.723783493041992,26.723783493041992,26.45866659330943,26.547038893220286,455500
1994-03-17,26.723783493041992,26.759132413006334,26.635411193131137,26.635411193131137,133000
1994-03-18,26.717975616455078,26.753528478220154,26.575764169394773,26.59354060027731,365500
1994-03-21,26.6468563079834,26.700185573443004,26.57575062070392,26.629079886163527,324800
1994-03-22,26.717975616455078,26.771304909102692,26.59354060027731,26.646869892924926,435700
1994-03-23,26.700172424316406,26.771278076578234,26.68239601125095,26.700172424316406,698500
1994-03-24,26.38020896911621,26.64685528618949,26.25577402114868,26.593526022774835,1200500
1994-03-25,26.131330490112305,26.46908238080083,26.131330490112305,26.397976719603246,100900
1994-03-28,26.16688346862793,26.2024362994277,25.93579006842945,26.166883468627933,1117200
1994-03-29,25.65138053894043,26.18467327363774,25.65138053894043,26.166896849147825,338400
1994-03-30,25.29584503173828,25.740255520700654,25.295845031738278,25.669149842466673,1123900
1994-03-31,25.36695671081543,25.420285982106563,24.76255830284926,25.295851015760586,788800
1994-04-04,24.975860595703125,25.04696624864463,24.65588515746636,24.65588515746636,2627300
1994-04-05,25.491374969482422,25.491374969482422,25.224728787793275,25.224728787793275,1179000
1994-04-06,25.491374969482422,25.54470420582025,25.313610848356323,25.52692779370764,516500
1994-04-07,25.615814208984375,25.669143454388227,25.33139156683049,25.473602887907433,666100
1994-04-08,25.420286178588867,25.562497569797756,25.29585121128109,25.562497569797756,242400
1994-04-11,25.526926040649414,25.633584506000318,25.42915578074442,25.49137321886578,203300
1994-04-12,25.491374969482422,25.59803344215808,25.43804573314459,25.553592411876554,1409200
1994-04-13,25.358051300048828,25.544703622972424,25.17139897712523,25.482486181997892,364100
1994-04-14,25.36695671081543,25.50027988904326,25.260298168233163,25.313627439524296,419900
1994-04-15,25.36695671081543,25.473615253397693,25.322515651406153,25.358068498933573,387300
1994-04-18,25.19808006286621,25.46472641273781,25.118086157904727,25.393620719438715,369100
1994-04-19,25.23362922668457,25.331399540701312,25.020312177920772,25.171411754128464,472200
1994-04-20,25.206972122192383,25.322518891440794,25.07364892690575,25.260301400307032,508000
1994-04-21,25.544702529907227,25.580255351799927,25.224727132872896,25.313609187604655,200300
1994-04-22,25.51804542541504,25.624703922490966,25.446939760697756,25.606927506311642,301800
1994-04-25,25.784711837768555,25.802488267853192,25.509177171456653,25.509177171456653,394600
1994-04-26,25.758033752441406,25.793586594059683,25.70470449001399,25.749145542036835,399000
1994-04-28,25.571374893188477,25.740250848339876,25.491381019695705,25.704698015676424,287000
1994-04-29,25.65138053894043,25.686933387920252,25.491392718531237,25.52694556751106,481900
1994-05-02,25.811359405517578,26.006900007074528,25.56248954899055,25.651371640607344,275000
1994-05-03,25.784711837768555,25.82915291298015,25.633612182049124,25.82026469793783,183400
1994-05-04,25.740259170532227,25.83802949196726,25.64248884909719,25.83802949196726,401900
1994-05-05,25.704692840576172,25.811351317093088,25.704692840576172,25.76691028521104,659800
1994-05-06,25.45584487915039,25.580279875068026,25.366962739209225,25.580279875068026,216300
1994-05-09,25.23362922668457,25.45583448581353,25.189188174858778,25.384728802892262,499300
1994-05-10,25.429174423217773,25.50916833087557,25.340292303597998,25.358068727521953,583400
1994-05-11,25.19808006286621,25.43806177775065,25.126974369567115,25.402508931101103,210600
1994-05-12,25.322492599487305,25.384710026021672,25.260275172952937,25.3580454146498,305200
1994-05-13,25.322492599487305,25.393598229812294,25.19805774641857,25.393598229812294,321300
1994-05-16,25.331392288208008,25.455827197693942,25.322504080387585,25.37583332731013,450400
1994-05-17,25.704692840576172,25.704692840576172,25.313611760014158,25.349164585519794,470200
1994-05-18,25.891361236572266,25.989131567366048,25.606938456081252,25.722485210655726,824800
1994-05-19,26.015777587890625,26.086883232134948,25.838013477279826,25.838013477279826,531000
